numvariable,num_constraints,problem_id,method,numlayer,circuit_depth,latency
5,3,0,Qubit-binary,8,49,9
5,3,0,Qubit-onehot,8,85,99
5,3,0,bosonicQAOA,8,31,47
5,3,0,HybridCVDV,8,67,13
5,3,1,Qubit-binary,8,60,62
5,3,1,Qubit-onehot,8,56,31
5,3,1,bosonicQAOA,8,52,29
5,3,1,HybridCVDV,8,59,2
5,3,2,Qubit-binary,8,4,26
5,3,2,Qubit-onehot,8,56,62
5,3,2,bosonicQAOA,8,78,81
5,3,2,HybridCVDV,8,27,43
5,3,3,Qubit-binary,8,42,49
5,3,3,Qubit-onehot,8,9,91
5,3,3,bosonicQAOA,8,26,42
5,3,3,HybridCVDV,8,9,20
5,3,4,Qubit-binary,8,57,29
5,3,4,Qubit-onehot,8,18,4
5,3,4,bosonicQAOA,8,65,96
5,3,4,HybridCVDV,8,42,38
5,3,5,Qubit-binary,8,65,90
5,3,5,Qubit-onehot,8,63,12
5,3,5,bosonicQAOA,8,50,15
5,3,5,HybridCVDV,8,96,1
5,3,6,Qubit-binary,8,58,56
5,3,6,Qubit-onehot,8,41,53
5,3,6,bosonicQAOA,8,8,29
5,3,6,HybridCVDV,8,70,75
5,3,7,Qubit-binary,8,15,49
5,3,7,Qubit-onehot,8,19,29
5,3,7,bosonicQAOA,8,71,54
5,3,7,HybridCVDV,8,11,61
5,3,8,Qubit-binary,8,54,18
5,3,8,Qubit-onehot,8,1,13
5,3,8,bosonicQAOA,8,9,98
5,3,8,HybridCVDV,8,81,95
5,3,9,Qubit-binary,8,94,43
5,3,9,Qubit-onehot,8,20,96
5,3,9,bosonicQAOA,8,13,78
5,3,9,HybridCVDV,8,12,8
5,3,0,Qubit-binary,9,83,49
5,3,0,Qubit-onehot,9,49,1
5,3,0,bosonicQAOA,9,62,34
5,3,0,HybridCVDV,9,94,23
5,3,1,Qubit-binary,9,1,82
5,3,1,Qubit-onehot,9,54,24
5,3,1,bosonicQAOA,9,22,25
5,3,1,HybridCVDV,9,47,10
5,3,2,Qubit-binary,9,72,40
5,3,2,Qubit-onehot,9,31,3
5,3,2,bosonicQAOA,9,33,2
5,3,2,HybridCVDV,9,30,76
5,3,3,Qubit-binary,9,83,54
5,3,3,Qubit-onehot,9,70,48
5,3,3,bosonicQAOA,9,25,50
5,3,3,HybridCVDV,9,96,38
5,3,4,Qubit-binary,9,36,26
5,3,4,Qubit-onehot,9,73,5
5,3,4,bosonicQAOA,9,77,47
5,3,4,HybridCVDV,9,41,81
5,3,5,Qubit-binary,9,22,11
5,3,5,Qubit-onehot,9,40,43
5,3,5,bosonicQAOA,9,55,59
5,3,5,HybridCVDV,9,9,5
5,3,6,Qubit-binary,9,1,83
5,3,6,Qubit-onehot,9,80,38
5,3,6,bosonicQAOA,9,67,2
5,3,6,HybridCVDV,9,81,38
5,3,7,Qubit-binary,9,39,54
5,3,7,Qubit-onehot,9,43,84
5,3,7,bosonicQAOA,9,31,46
5,3,7,HybridCVDV,9,81,1
5,3,8,Qubit-binary,9,68,97
5,3,8,Qubit-onehot,9,67,44
5,3,8,bosonicQAOA,9,8,91
5,3,8,HybridCVDV,9,93,32
5,3,9,Qubit-binary,9,59,26
5,3,9,Qubit-onehot,9,84,51
5,3,9,bosonicQAOA,9,47,85
5,3,9,HybridCVDV,9,56,77
6,3,0,Qubit-binary,1,25,95
6,3,0,Qubit-onehot,1,64,91
6,3,0,bosonicQAOA,1,1,57
6,3,0,HybridCVDV,1,36,43
6,3,1,Qubit-binary,1,29,2
6,3,1,Qubit-onehot,1,46,50
6,3,1,bosonicQAOA,1,12,82
6,3,1,HybridCVDV,1,74,45
6,3,2,Qubit-binary,1,72,25
6,3,2,Qubit-onehot,1,35,30
6,3,2,bosonicQAOA,1,65,72
6,3,2,HybridCVDV,1,21,1
6,3,3,Qubit-binary,1,45,35
6,3,3,Qubit-onehot,1,39,99
6,3,3,bosonicQAOA,1,65,2
6,3,3,HybridCVDV,1,98,99
6,3,4,Qubit-binary,1,23,1
6,3,4,Qubit-onehot,1,80,5
6,3,4,bosonicQAOA,1,38,16
6,3,4,HybridCVDV,1,50,24
6,3,5,Qubit-binary,1,21,34
6,3,5,Qubit-onehot,1,63,61
6,3,5,bosonicQAOA,1,87,18
6,3,5,HybridCVDV,1,42,22
6,3,6,Qubit-binary,1,8,68
6,3,6,Qubit-onehot,1,30,37
6,3,6,bosonicQAOA,1,52,47
6,3,6,HybridCVDV,1,85,77
6,3,7,Qubit-binary,1,66,34
6,3,7,Qubit-onehot,1,60,76
6,3,7,bosonicQAOA,1,24,50
6,3,7,HybridCVDV,1,26,23
6,3,8,Qubit-binary,1,60,31
6,3,8,Qubit-onehot,1,11,91
6,3,8,bosonicQAOA,1,82,2
6,3,8,HybridCVDV,1,46,71
6,3,9,Qubit-binary,1,18,29
6,3,9,Qubit-onehot,1,27,35
6,3,9,bosonicQAOA,1,83,65
6,3,9,HybridCVDV,1,99,88
6,3,0,Qubit-binary,2,84,61
6,3,0,Qubit-onehot,2,10,64
6,3,0,bosonicQAOA,2,10,69
6,3,0,HybridCVDV,2,45,64
6,3,1,Qubit-binary,2,25,17
6,3,1,Qubit-onehot,2,39,14
6,3,1,bosonicQAOA,2,76,26
6,3,1,HybridCVDV,2,45,3
6,3,2,Qubit-binary,2,39,68
6,3,2,Qubit-onehot,2,15,44
6,3,2,bosonicQAOA,2,44,37
6,3,2,HybridCVDV,2,54,59
6,3,3,Qubit-binary,2,34,84
6,3,3,Qubit-onehot,2,16,91
6,3,3,bosonicQAOA,2,66,54
6,3,3,HybridCVDV,2,18,28
6,3,4,Qubit-binary,2,40,26
6,3,4,Qubit-onehot,2,83,95
6,3,4,bosonicQAOA,2,90,59
6,3,4,HybridCVDV,2,7,54
6,3,5,Qubit-binary,2,88,61
6,3,5,Qubit-onehot,2,49,10
6,3,5,bosonicQAOA,2,42,64
6,3,5,HybridCVDV,2,58,55
6,3,6,Qubit-binary,2,45,28
6,3,6,Qubit-onehot,2,66,59
6,3,6,bosonicQAOA,2,35,47
6,3,6,HybridCVDV,2,57,91
6,3,7,Qubit-binary,2,44,36
6,3,7,Qubit-onehot,2,38,31
6,3,7,bosonicQAOA,2,89,57
6,3,7,HybridCVDV,2,95,4
6,3,8,Qubit-binary,2,75,46
6,3,8,Qubit-onehot,2,41,95
6,3,8,bosonicQAOA,2,11,62
6,3,8,HybridCVDV,2,74,36
6,3,9,Qubit-binary,2,91,50
6,3,9,Qubit-onehot,2,75,73
6,3,9,bosonicQAOA,2,5,58
6,3,9,HybridCVDV,2,81,44
6,3,0,Qubit-binary,3,31,44
6,3,0,Qubit-onehot,3,69,82
6,3,0,bosonicQAOA,3,75,39
6,3,0,HybridCVDV,3,47,2
6,3,1,Qubit-binary,3,56,19
6,3,1,Qubit-onehot,3,31,6
6,3,1,bosonicQAOA,3,38,68
6,3,1,HybridCVDV,3,94,76
6,3,2,Qubit-binary,3,44,48
6,3,2,Qubit-onehot,3,59,17
6,3,2,bosonicQAOA,3,62,54
6,3,2,HybridCVDV,3,63,48
6,3,3,Qubit-binary,3,59,98
6,3,3,Qubit-onehot,3,54,65
6,3,3,bosonicQAOA,3,9,44
6,3,3,HybridCVDV,3,33,88
6,3,4,Qubit-binary,3,39,41
6,3,4,Qubit-onehot,3,24,4
6,3,4,bosonicQAOA,3,67,36
6,3,4,HybridCVDV,3,70,11
6,3,5,Qubit-binary,3,1,61
6,3,5,Qubit-onehot,3,9,75
6,3,5,bosonicQAOA,3,66,47
6,3,5,HybridCVDV,3,6,33
6,3,6,Qubit-binary,3,67,78
6,3,6,Qubit-onehot,3,28,56
6,3,6,bosonicQAOA,3,48,80
6,3,6,HybridCVDV,3,7,73
6,3,7,Qubit-binary,3,80,99
6,3,7,Qubit-onehot,3,13,64
6,3,7,bosonicQAOA,3,46,19
6,3,7,HybridCVDV,3,60,19
6,3,8,Qubit-binary,3,24,75
6,3,8,Qubit-onehot,3,23,7
6,3,8,bosonicQAOA,3,53,38
6,3,8,HybridCVDV,3,99,9
6,3,9,Qubit-binary,3,13,51
6,3,9,Qubit-onehot,3,61,95
6,3,9,bosonicQAOA,3,16,70
6,3,9,HybridCVDV,3,70,34
6,3,0,Qubit-binary,4,73,90
6,3,0,Qubit-onehot,4,3,40
6,3,0,bosonicQAOA,4,13,51
6,3,0,HybridCVDV,4,88,85
6,3,1,Qubit-binary,4,61,82
6,3,1,Qubit-onehot,4,61,65
6,3,1,bosonicQAOA,4,67,26
6,3,1,HybridCVDV,4,19,66
6,3,2,Qubit-binary,4,51,68
6,3,2,Qubit-onehot,4,89,6
6,3,2,bosonicQAOA,4,57,36
6,3,2,HybridCVDV,4,31,48
6,3,3,Qubit-binary,4,35,48
6,3,3,Qubit-onehot,4,3,3
6,3,3,bosonicQAOA,4,93,90
6,3,3,HybridCVDV,4,23,48
6,3,4,Qubit-binary,4,13,85
6,3,4,Qubit-onehot,4,66,13
6,3,4,bosonicQAOA,4,62,40
6,3,4,HybridCVDV,4,16,90
6,3,5,Qubit-binary,4,3,14
6,3,5,Qubit-onehot,4,85,45
6,3,5,bosonicQAOA,4,69,10
6,3,5,HybridCVDV,4,22,42
6,3,6,Qubit-binary,4,26,1
6,3,6,Qubit-onehot,4,2,80
6,3,6,bosonicQAOA,4,59,15
6,3,6,HybridCVDV,4,73,7
6,3,7,Qubit-binary,4,23,52
6,3,7,Qubit-onehot,4,6,64
6,3,7,bosonicQAOA,4,90,31
6,3,7,HybridCVDV,4,21,78
6,3,8,Qubit-binary,4,64,52
6,3,8,Qubit-onehot,4,74,78
6,3,8,bosonicQAOA,4,98,28
6,3,8,HybridCVDV,4,61,41
6,3,9,Qubit-binary,4,85,94
6,3,9,Qubit-onehot,4,97,19
6,3,9,bosonicQAOA,4,42,1
6,3,9,HybridCVDV,4,83,16
6,3,0,Qubit-binary,5,78,77
6,3,0,Qubit-onehot,5,44,51
6,3,0,bosonicQAOA,5,57,86
6,3,0,HybridCVDV,5,1,49
6,3,1,Qubit-binary,5,62,8
6,3,1,Qubit-onehot,5,11,99
6,3,1,bosonicQAOA,5,38,97
6,3,1,HybridCVDV,5,45,32
6,3,2,Qubit-binary,5,23,14
6,3,2,Qubit-onehot,5,20,28
6,3,2,bosonicQAOA,5,20,74
6,3,2,HybridCVDV,5,77,63
6,3,3,Qubit-binary,5,95,36
6,3,3,Qubit-onehot,5,40,6
6,3,3,bosonicQAOA,5,66,19
6,3,3,HybridCVDV,5,29,57
6,3,4,Qubit-binary,5,49,91
6,3,4,Qubit-onehot,5,28,27
6,3,4,bosonicQAOA,5,22,22
6,3,4,HybridCVDV,5,99,26
6,3,5,Qubit-binary,5,82,7
6,3,5,Qubit-onehot,5,74,30
6,3,5,bosonicQAOA,5,36,45
6,3,5,HybridCVDV,5,75,34
6,3,6,Qubit-binary,5,27,19
6,3,6,Qubit-onehot,5,84,21
6,3,6,bosonicQAOA,5,25,55
6,3,6,HybridCVDV,5,73,77
6,3,7,Qubit-binary,5,60,17
6,3,7,Qubit-onehot,5,76,16
6,3,7,bosonicQAOA,5,75,99
6,3,7,HybridCVDV,5,78,7
6,3,8,Qubit-binary,5,99,43
6,3,8,Qubit-onehot,5,5,7
6,3,8,bosonicQAOA,5,85,80
6,3,8,HybridCVDV,5,65,85
6,3,9,Qubit-binary,5,96,52
6,3,9,Qubit-onehot,5,46,17
6,3,9,bosonicQAOA,5,20,69
6,3,9,HybridCVDV,5,8,45
6,3,0,Qubit-binary,6,16,13
6,3,0,Qubit-onehot,6,58,54
6,3,0,bosonicQAOA,6,68,60
6,3,0,HybridCVDV,6,46,42
6,3,1,Qubit-binary,6,47,98
6,3,1,Qubit-onehot,6,16,26
6,3,1,bosonicQAOA,6,94,40
6,3,1,HybridCVDV,6,99,83
6,3,2,Qubit-binary,6,66,69
6,3,2,Qubit-onehot,6,93,87
6,3,2,bosonicQAOA,6,59,97
6,3,2,HybridCVDV,6,44,25
6,3,3,Qubit-binary,6,86,40
6,3,3,Qubit-onehot,6,2,11
6,3,3,bosonicQAOA,6,22,74
6,3,3,HybridCVDV,6,18,25
6,3,4,Qubit-binary,6,97,55
6,3,4,Qubit-onehot,6,55,2
6,3,4,bosonicQAOA,6,39,34
6,3,4,HybridCVDV,6,45,76
6,3,5,Qubit-binary,6,74,20
6,3,5,Qubit-onehot,6,68,43
6,3,5,bosonicQAOA,6,17,99
6,3,5,HybridCVDV,6,8,36
6,3,6,Qubit-binary,6,83,73
6,3,6,Qubit-onehot,6,74,64
6,3,6,bosonicQAOA,6,59,21
6,3,6,HybridCVDV,6,47,30
6,3,7,Qubit-binary,6,71,48
6,3,7,Qubit-onehot,6,48,1
6,3,7,bosonicQAOA,6,16,8
6,3,7,HybridCVDV,6,60,39
6,3,8,Qubit-binary,6,73,33
6,3,8,Qubit-onehot,6,1,24
6,3,8,bosonicQAOA,6,81,23
6,3,8,HybridCVDV,6,79,77
6,3,9,Qubit-binary,6,34,89
6,3,9,Qubit-onehot,6,1,63
6,3,9,bosonicQAOA,6,47,69
6,3,9,HybridCVDV,6,36,56
6,3,0,Qubit-binary,7,21,19
6,3,0,Qubit-onehot,7,76,82
6,3,0,bosonicQAOA,7,76,74
6,3,0,HybridCVDV,7,59,41
6,3,1,Qubit-binary,7,82,36
6,3,1,Qubit-onehot,7,16,81
6,3,1,bosonicQAOA,7,86,98
6,3,1,HybridCVDV,7,90,11
6,3,2,Qubit-binary,7,32,81
6,3,2,Qubit-onehot,7,32,49
6,3,2,bosonicQAOA,7,56,93
6,3,2,HybridCVDV,7,81,13
6,3,3,Qubit-binary,7,64,16
6,3,3,Qubit-onehot,7,34,14
6,3,3,bosonicQAOA,7,58,16
6,3,3,HybridCVDV,7,43,53
6,3,4,Qubit-binary,7,90,62
6,3,4,Qubit-onehot,7,57,43
6,3,4,bosonicQAOA,7,31,63
6,3,4,HybridCVDV,7,32,85
6,3,5,Qubit-binary,7,26,32
6,3,5,Qubit-onehot,7,36,72
6,3,5,bosonicQAOA,7,95,60
6,3,5,HybridCVDV,7,39,17
6,3,6,Qubit-binary,7,15,37
6,3,6,Qubit-onehot,7,24,59
6,3,6,bosonicQAOA,7,24,66
6,3,6,HybridCVDV,7,57,54
6,3,7,Qubit-binary,7,77,40
6,3,7,Qubit-onehot,7,15,8
6,3,7,bosonicQAOA,7,85,35
6,3,7,HybridCVDV,7,54,54
6,3,8,Qubit-binary,7,93,56
6,3,8,Qubit-onehot,7,10,8
6,3,8,bosonicQAOA,7,56,42
6,3,8,HybridCVDV,7,2,34
6,3,9,Qubit-binary,7,40,12
6,3,9,Qubit-onehot,7,1,63
6,3,9,bosonicQAOA,7,41,9
6,3,9,HybridCVDV,7,99,10
6,3,0,Qubit-binary,8,76,41
6,3,0,Qubit-onehot,8,62,16
6,3,0,bosonicQAOA,8,71,18
6,3,0,HybridCVDV,8,60,5
6,3,1,Qubit-binary,8,4,35
6,3,1,Qubit-onehot,8,92,7
6,3,1,bosonicQAOA,8,67,9
6,3,1,HybridCVDV,8,13,31
6,3,2,Qubit-binary,8,5,78
6,3,2,Qubit-onehot,8,64,60
6,3,2,bosonicQAOA,8,2,48
6,3,2,HybridCVDV,8,9,97
6,3,3,Qubit-binary,8,90,18
6,3,3,Qubit-onehot,8,60,44
6,3,3,bosonicQAOA,8,41,24
6,3,3,HybridCVDV,8,77,75
6,3,4,Qubit-binary,8,19,20
6,3,4,Qubit-onehot,8,2,78
6,3,4,bosonicQAOA,8,73,24
6,3,4,HybridCVDV,8,10,1
6,3,5,Qubit-binary,8,50,95
6,3,5,Qubit-onehot,8,43,13
6,3,5,bosonicQAOA,8,6,36
6,3,5,HybridCVDV,8,52,19
6,3,6,Qubit-binary,8,8,93
6,3,6,Qubit-onehot,8,86,51
6,3,6,bosonicQAOA,8,6,67
6,3,6,HybridCVDV,8,42,60
6,3,7,Qubit-binary,8,34,41
6,3,7,Qubit-onehot,8,67,41
6,3,7,bosonicQAOA,8,71,5
6,3,7,HybridCVDV,8,56,12
6,3,8,Qubit-binary,8,37,50
6,3,8,Qubit-onehot,8,92,24
6,3,8,bosonicQAOA,8,85,66
6,3,8,HybridCVDV,8,47,76
6,3,9,Qubit-binary,8,27,56
6,3,9,Qubit-onehot,8,63,18
6,3,9,bosonicQAOA,8,30,93
6,3,9,HybridCVDV,8,78,37
6,3,0,Qubit-binary,9,33,30
6,3,0,Qubit-onehot,9,72,35
6,3,0,bosonicQAOA,9,60,73
6,3,0,HybridCVDV,9,67,95
6,3,1,Qubit-binary,9,84,72
6,3,1,Qubit-onehot,9,17,6
6,3,1,bosonicQAOA,9,4,59
6,3,1,HybridCVDV,9,84,3
6,3,2,Qubit-binary,9,16,77
6,3,2,Qubit-onehot,9,91,62
6,3,2,bosonicQAOA,9,89,73
6,3,2,HybridCVDV,9,71,74
6,3,3,Qubit-binary,9,63,32
6,3,3,Qubit-onehot,9,17,96
6,3,3,bosonicQAOA,9,80,63
6,3,3,HybridCVDV,9,83,91
6,3,4,Qubit-binary,9,49,12
6,3,4,Qubit-onehot,9,57,60
6,3,4,bosonicQAOA,9,4,45
6,3,4,HybridCVDV,9,29,91
6,3,5,Qubit-binary,9,59,94
6,3,5,Qubit-onehot,9,85,37
6,3,5,bosonicQAOA,9,78,43
6,3,5,HybridCVDV,9,2,8
6,3,6,Qubit-binary,9,61,72
6,3,6,Qubit-onehot,9,7,82
6,3,6,bosonicQAOA,9,38,40
6,3,6,HybridCVDV,9,19,99
6,3,7,Qubit-binary,9,94,80
6,3,7,Qubit-onehot,9,96,61
6,3,7,bosonicQAOA,9,11,51
6,3,7,HybridCVDV,9,80,53
6,3,8,Qubit-binary,9,27,54
6,3,8,Qubit-onehot,9,90,1
6,3,8,bosonicQAOA,9,50,5
6,3,8,HybridCVDV,9,14,59
6,3,9,Qubit-binary,9,5,12
6,3,9,Qubit-onehot,9,19,36
6,3,9,bosonicQAOA,9,82,41
6,3,9,HybridCVDV,9,98,27
7,3,0,Qubit-binary,1,95,68
7,3,0,Qubit-onehot,1,54,20
7,3,0,bosonicQAOA,1,87,37
7,3,0,HybridCVDV,1,47,53
7,3,1,Qubit-binary,1,59,20
7,3,1,Qubit-onehot,1,12,45
7,3,1,bosonicQAOA,1,48,51
7,3,1,HybridCVDV,1,37,6
7,3,2,Qubit-binary,1,58,88
7,3,2,Qubit-onehot,1,50,88
7,3,2,bosonicQAOA,1,72,34
7,3,2,HybridCVDV,1,30,36
7,3,3,Qubit-binary,1,76,93
7,3,3,Qubit-onehot,1,96,86
7,3,3,bosonicQAOA,1,73,4
7,3,3,HybridCVDV,1,54,38
7,3,4,Qubit-binary,1,56,68
7,3,4,Qubit-onehot,1,87,94
7,3,4,bosonicQAOA,1,21,49
7,3,4,HybridCVDV,1,97,57
7,3,5,Qubit-binary,1,54,62
7,3,5,Qubit-onehot,1,74,8
7,3,5,bosonicQAOA,1,90,40
7,3,5,HybridCVDV,1,46,35
7,3,6,Qubit-binary,1,41,27
7,3,6,Qubit-onehot,1,26,58
7,3,6,bosonicQAOA,1,65,64
7,3,6,HybridCVDV,1,73,29
7,3,7,Qubit-binary,1,45,45
7,3,7,Qubit-onehot,1,29,77
7,3,7,bosonicQAOA,1,23,46
7,3,7,HybridCVDV,1,76,29
7,3,8,Qubit-binary,1,63,36
7,3,8,Qubit-onehot,1,54,70
7,3,8,bosonicQAOA,1,53,34
7,3,8,HybridCVDV,1,12,60
7,3,9,Qubit-binary,1,40,78
7,3,9,Qubit-onehot,1,1,60
7,3,9,bosonicQAOA,1,5,10
7,3,9,HybridCVDV,1,4,32
7,3,0,Qubit-binary,2,44,91
7,3,0,Qubit-onehot,2,80,52
7,3,0,bosonicQAOA,2,7,24
7,3,0,HybridCVDV,2,44,65
7,3,1,Qubit-binary,2,34,81
7,3,1,Qubit-onehot,2,40,79
7,3,1,bosonicQAOA,2,85,88
7,3,1,HybridCVDV,2,94,24
7,3,2,Qubit-binary,2,82,25
7,3,2,Qubit-onehot,2,13,88
7,3,2,bosonicQAOA,2,93,1
7,3,2,HybridCVDV,2,59,15
7,3,3,Qubit-binary,2,44,88
7,3,3,Qubit-onehot,2,87,95
7,3,3,bosonicQAOA,2,15,12
7,3,3,HybridCVDV,2,52,97
7,3,4,Qubit-binary,2,76,82
7,3,4,Qubit-onehot,2,78,54
7,3,4,bosonicQAOA,2,35,64
7,3,4,HybridCVDV,2,49,62
7,3,5,Qubit-binary,2,23,70
7,3,5,Qubit-onehot,2,61,39
7,3,5,bosonicQAOA,2,7,97
7,3,5,HybridCVDV,2,94,45
7,3,6,Qubit-binary,2,70,86
7,3,6,Qubit-onehot,2,64,68
7,3,6,bosonicQAOA,2,23,79
7,3,6,HybridCVDV,2,93,16
7,3,7,Qubit-binary,2,64,19
7,3,7,Qubit-onehot,2,35,98
7,3,7,bosonicQAOA,2,42,22
7,3,7,HybridCVDV,2,6,59
7,3,8,Qubit-binary,2,47,23
7,3,8,Qubit-onehot,2,22,72
7,3,8,bosonicQAOA,2,28,61
7,3,8,HybridCVDV,2,4,54
7,3,9,Qubit-binary,2,52,92
7,3,9,Qubit-onehot,2,33,87
7,3,9,bosonicQAOA,2,27,87
7,3,9,HybridCVDV,2,17,33
7,3,0,Qubit-binary,3,10,41
7,3,0,Qubit-onehot,3,9,3
7,3,0,bosonicQAOA,3,13,43
7,3,0,HybridCVDV,3,24,83
7,3,1,Qubit-binary,3,68,95
7,3,1,Qubit-onehot,3,87,62
7,3,1,bosonicQAOA,3,83,68
7,3,1,HybridCVDV,3,51,16
7,3,2,Qubit-binary,3,15,22
7,3,2,Qubit-onehot,3,58,33
7,3,2,bosonicQAOA,3,58,6
7,3,2,HybridCVDV,3,93,16
7,3,3,Qubit-binary,3,54,26
7,3,3,Qubit-onehot,3,55,80
7,3,3,bosonicQAOA,3,41,88
7,3,3,HybridCVDV,3,2,33
7,3,4,Qubit-binary,3,85,87
7,3,4,Qubit-onehot,3,27,91
7,3,4,bosonicQAOA,3,64,88
7,3,4,HybridCVDV,3,62,10
7,3,5,Qubit-binary,3,27,18
7,3,5,Qubit-onehot,3,61,43
7,3,5,bosonicQAOA,3,67,25
7,3,5,HybridCVDV,3,69,52
7,3,6,Qubit-binary,3,81,86
7,3,6,Qubit-onehot,3,5,44
7,3,6,bosonicQAOA,3,67,90
7,3,6,HybridCVDV,3,36,71
7,3,7,Qubit-binary,3,28,76
7,3,7,Qubit-onehot,3,24,1
7,3,7,bosonicQAOA,3,71,31
7,3,7,HybridCVDV,3,17,64
7,3,8,Qubit-binary,3,78,83
7,3,8,Qubit-onehot,3,62,84
7,3,8,bosonicQAOA,3,24,65
7,3,8,HybridCVDV,3,97,67
7,3,9,Qubit-binary,3,69,91
7,3,9,Qubit-onehot,3,57,32
7,3,9,bosonicQAOA,3,76,76
7,3,9,HybridCVDV,3,83,4
7,3,0,Qubit-binary,4,69,11
7,3,0,Qubit-onehot,4,48,4
7,3,0,bosonicQAOA,4,24,54
7,3,0,HybridCVDV,4,89,66
7,3,1,Qubit-binary,4,75,94
7,3,1,Qubit-onehot,4,86,53
7,3,1,bosonicQAOA,4,77,6
7,3,1,HybridCVDV,4,26,69
7,3,2,Qubit-binary,4,97,25
7,3,2,Qubit-onehot,4,20,22
7,3,2,bosonicQAOA,4,3,52
7,3,2,HybridCVDV,4,91,27
7,3,3,Qubit-binary,4,21,23
7,3,3,Qubit-onehot,4,11,75
7,3,3,bosonicQAOA,4,42,48
7,3,3,HybridCVDV,4,16,16
7,3,4,Qubit-binary,4,75,16
7,3,4,Qubit-onehot,4,51,40
7,3,4,bosonicQAOA,4,79,49
7,3,4,HybridCVDV,4,48,67
7,3,5,Qubit-binary,4,6,89
7,3,5,Qubit-onehot,4,61,5
7,3,5,bosonicQAOA,4,77,68
7,3,5,HybridCVDV,4,92,3
7,3,6,Qubit-binary,4,46,41
7,3,6,Qubit-onehot,4,72,14
7,3,6,bosonicQAOA,4,14,93
7,3,6,HybridCVDV,4,14,15
7,3,7,Qubit-binary,4,25,5
7,3,7,Qubit-onehot,4,13,31
7,3,7,bosonicQAOA,4,36,27
7,3,7,HybridCVDV,4,89,67
7,3,8,Qubit-binary,4,65,2
7,3,8,Qubit-onehot,4,55,47
7,3,8,bosonicQAOA,4,84,62
7,3,8,HybridCVDV,4,88,94
7,3,9,Qubit-binary,4,73,6
7,3,9,Qubit-onehot,4,7,61
7,3,9,bosonicQAOA,4,85,19
7,3,9,HybridCVDV,4,93,42
7,3,0,Qubit-binary,5,69,28
7,3,0,Qubit-onehot,5,27,99
7,3,0,bosonicQAOA,5,23,26
7,3,0,HybridCVDV,5,89,97
7,3,1,Qubit-binary,5,91,9
7,3,1,Qubit-onehot,5,6,78
7,3,1,bosonicQAOA,5,68,5
7,3,1,HybridCVDV,5,53,54
7,3,2,Qubit-binary,5,12,46
7,3,2,Qubit-onehot,5,6,99
7,3,2,bosonicQAOA,5,28,71
7,3,2,HybridCVDV,5,17,74
7,3,3,Qubit-binary,5,29,66
7,3,3,Qubit-onehot,5,60,69
7,3,3,bosonicQAOA,5,82,15
7,3,3,HybridCVDV,5,9,67
7,3,4,Qubit-binary,5,39,6
7,3,4,Qubit-onehot,5,29,87
7,3,4,bosonicQAOA,5,67,28
7,3,4,HybridCVDV,5,49,54
7,3,5,Qubit-binary,5,13,46
7,3,5,Qubit-onehot,5,37,16
7,3,5,bosonicQAOA,5,91,38
7,3,5,HybridCVDV,5,99,74
7,3,6,Qubit-binary,5,66,9
7,3,6,Qubit-onehot,5,51,72
7,3,6,bosonicQAOA,5,96,76
7,3,6,HybridCVDV,5,32,42
7,3,7,Qubit-binary,5,80,18
7,3,7,Qubit-onehot,5,50,63
7,3,7,bosonicQAOA,5,3,68
7,3,7,HybridCVDV,5,10,85
7,3,8,Qubit-binary,5,80,75
7,3,8,Qubit-onehot,5,84,46
7,3,8,bosonicQAOA,5,7,54
7,3,8,HybridCVDV,5,63,59
7,3,9,Qubit-binary,5,78,66
7,3,9,Qubit-onehot,5,95,13
7,3,9,bosonicQAOA,5,77,10
7,3,9,HybridCVDV,5,69,61
7,3,0,Qubit-binary,6,65,54
7,3,0,Qubit-onehot,6,18,71
7,3,0,bosonicQAOA,6,69,18
7,3,0,HybridCVDV,6,44,79
7,3,1,Qubit-binary,6,54,26
7,3,1,Qubit-onehot,6,98,39
7,3,1,bosonicQAOA,6,70,18
7,3,1,HybridCVDV,6,80,53
7,3,2,Qubit-binary,6,88,76
7,3,2,Qubit-onehot,6,65,52
7,3,2,bosonicQAOA,6,40,56
7,3,2,HybridCVDV,6,49,56
7,3,3,Qubit-binary,6,94,43
7,3,3,Qubit-onehot,6,27,66
7,3,3,bosonicQAOA,6,32,43
7,3,3,HybridCVDV,6,35,56
7,3,4,Qubit-binary,6,94,12
7,3,4,Qubit-onehot,6,64,1
7,3,4,bosonicQAOA,6,47,97
7,3,4,HybridCVDV,6,78,41
7,3,5,Qubit-binary,6,44,2
7,3,5,Qubit-onehot,6,2,34
7,3,5,bosonicQAOA,6,63,44
7,3,5,HybridCVDV,6,7,1
7,3,6,Qubit-binary,6,36,88
7,3,6,Qubit-onehot,6,44,98
7,3,6,bosonicQAOA,6,67,56
7,3,6,HybridCVDV,6,25,64
7,3,7,Qubit-binary,6,52,99
7,3,7,Qubit-onehot,6,50,18
7,3,7,bosonicQAOA,6,24,20
7,3,7,HybridCVDV,6,88,14
7,3,8,Qubit-binary,6,78,6
7,3,8,Qubit-onehot,6,94,94
7,3,8,bosonicQAOA,6,27,30
7,3,8,HybridCVDV,6,79,84
7,3,9,Qubit-binary,6,51,60
7,3,9,Qubit-onehot,6,92,52
7,3,9,bosonicQAOA,6,33,87
7,3,9,HybridCVDV,6,46,77
7,3,0,Qubit-binary,7,1,74
